Code,CodePays,CodeVille,Latitude,Longitude,FuseauHoraire,DecalageUTC
UDD,US,PSP,Palm Springs - Bermuda Dunes,33.7494,-116.2772,America/Los_Angeles,-08:00
UDE,NL,UDE,Uden,51.6608,5.7092,Europe/Amsterdam,+01:00
UDI,BR,UDI,Uberlandia,-18.8828,-48.2256,America/Araguaina,-03:00
UDJ,UA,UDJ,Uzhgorod,48.6342,22.2633,Europe/Zaporozhye,+02:00
UDN,IT,UDN,Udine,46.0319,13.1867,Europe/Rome,+01:00
UDR,IN,UDR,Udaipur,24.6178,73.8961,Asia/Kolkata,+05:30
UEE,AU,UEE,Queenstown,-42.0,145.5083,Australia/Hobart,+10:00
UEL,MZ,UEL,Quelimane,-17.8556,36.8692,Africa/Maputo,+02:00
UEN,RU,UEN,Urengoy,65.9667,78.3667,Asia/Yekaterinburg,+05:00
UEO,JP,UEO,Kume Jima,26.3653,126.7164,Asia/Tokyo,+09:00
UES,US,UES,Waukesha,43.0422,-88.2378,America/Chicago,-06:00
UET,PK,UET,Quetta,30.2514,66.9378,Asia/Karachi,+05:00
UFA,RU,UFA,Ufa,54.5575,55.8839,Asia/Yekaterinburg,+05:00
UGA,MN,UGA,Bulgan,48.8,103.55,Asia/Ulaanbaatar,+08:00
UGB,US,PIP,Pilot Point - Ugashik Bay,57.4247,-157.7447,America/Anchorage,-09:00
UGC,UZ,UGC,Urgench,41.5842,60.6417,Asia/Tashkent,+05:00
UGI,US,UGI,Uganik,57.8403,-153.3303,America/Anchorage,-09:00
UGN,US,UGN,Waukegan,42.35,-87.8333,America/Chicago,-06:00
UGO,AO,UGO,Uige,-7.6014,15.0281,Africa/Luanda,+01:00
UGS,US,UGS,Ugashik,57.5333,-157.4,America/Anchorage,-09:00
UGT,MN,UGT,Bulagtai,43.7506,104.1203,Asia/Ulaanbaatar,+08:00
UGU,ID,UGU,Zugapa,-3.7333,137.0333,Asia/Jayapura,+09:00
UHE,CZ,UHE,Uherske Hradiste,49.0294,17.4397,Europe/Prague,+01:00
UIB,CO,UIB,Quibdo,5.6908,-76.6411,America/Bogota,-05:00
UIH,VN,UIH,Quinhon,13.9539,109.0433,Asia/Ho_Chi_Minh,+07:00
UII,HN,UII,Utila,16.1122,-86.8831,America/Tegucigalpa,-06:00
UIK,RU,UIK,Ust-Ilimsk,58.1333,102.55,Asia/Irkutsk,+08:00
UIL,US,UIL,Quillayute,47.95,-124.5667,America/Los_Angeles,-08:00
UIN,US,UIN,Quincy,39.9408,-91.1944,America/Chicago,-06:00
UIO,EC,UIO,Quito,-0.1239,-78.3561,America/Guayaquil,-05:00
UIP,FR,UIP,Quimper,47.975,-4.1678,Europe/Paris,+01:00
UIQ,VU,UIQ,Quine Hill,-17.55,168.4167,Pacific/Efate,+11:00
UIR,AU,UIR,Quirindi,-31.5,150.5167,Australia/Sydney,+10:00
UIT,MH,UIT,Jaluit Island,5.9092,169.6372,Pacific/Majuro,+12:00
UJE,MH,UJE,Ujae Island,8.9286,165.7631,Pacific/Majuro,+12:00
UJN,KR,UJN,Uljin,36.7769,129.4617,Asia/Seoul,+09:00
UJU,KP,UJU,Uiju,40.1517,124.4983,Asia/Pyongyang,+09:00
UKA,KE,UKA,Ukunda Diani,-4.2967,39.5714,Africa/Nairobi,+03:00
UKB,JP,OSA,Osaka Kobe,34.6328,135.2239,Asia/Tokyo,+09:00
UKG,RU,UKG,Ust-Kuyga,70.0106,135.6425,Asia/Vladivostok,+10:00
UKH,OM,UKH,Mukhaizna,19.3878,56.4,Asia/Muscat,+04:00
UKI,US,UKI,Ukiah,39.1267,-123.2,America/Los_Angeles,-08:00
UKK,KZ,UKK,Ust-Kamenogorsk,50.0367,82.4936,Asia/Almaty,+06:00
UKN,US,UKN,Waukon,43.2667,-91.4833,America/Chicago,-06:00
UKR,YE,UKR,Mukeiras,13.9333,45.6833,Asia/Aden,+03:00
UKS,UA,UKS,Sevastopol Belbek,44.6917,33.5758,Europe/Zaporozhye,+02:00
UKT,US,UKT,Quakertown,40.4333,-75.3333,America/New_York,-05:00
UKU,PG,UKU,Nuku,-3.6833,142.4667,Pacific/Port_Moresby,+10:00
UKX,RU,UKX,Ust-Kut,56.8572,105.7317,Asia/Irkutsk,+08:00
ULA,AR,ULA,San Julian,-49.3067,-67.8028,America/Argentina/Buenos_Aires,-03:00
ULB,VU,ULB,Ulei,-16.3297,168.3011,Pacific/Efate,+11:00
ULD,ZA,ULD,Ulundi,-28.3206,31.4167,Africa/Johannesburg,+02:00
ULE,PG,ULE,Sule,-4.9667,151.3167,Pacific/Port_Moresby,+10:00
ULG,MN,ULG,Ulgii,48.9933,89.9219,Asia/Ulaanbaatar,+08:00
ULH,SA,ULH,Al Ula Alula International,26.4897,38.1053,Asia/Riyadh,+03:00
ULI,FM,ULI,Ulithi,9.9667,139.6667,Pacific/Chuuk,+10:00
ULK,RU,ULK,Lensk,60.7228,114.8219,Asia/Yakutsk,+09:00
ULL,GB,ULL,Mull,56.4167,-6.3333,Europe/London,+00:00
ULM,US,ULM,New Ulm,44.3167,-94.5,America/Chicago,-06:00
ULN,MN,ULN,Ulaanbaatar,47.8431,106.7667,Asia/Ulaanbaatar,+08:00
ULO,MN,ULO,Ulaangom,49.9706,92.0811,Asia/Ulaanbaatar,+08:00
ULP,AU,ULP,Quilpie,-26.6094,144.2581,Australia/Brisbane,+10:00
ULQ,CO,ULQ,Tulua,4.1,-76.2333,America/Bogota,-05:00
ULS,CO,ULS,Mulatos,8.65,-76.75,America/Bogota,-05:00
ULU,UG,ULU,Gulu,2.8058,32.2719,Africa/Kampala,+03:00
ULV,RU,ULY,Ulyanovsk Baratayevka,54.2689,48.2239,Europe/Volgograd,+04:00
ULX,ZA,ULX,Ulusaba,-24.7831,31.3544,Africa/Johannesburg,+02:00
ULY,RU,ULY,Oulianovsk,54.4011,48.8028,Europe/Volgograd,+04:00
ULZ,MN,ULZ,Uliastai,47.7103,96.5256,Asia/Ulaanbaatar,+08:00
UMA,CU,UMA,Punta De Maisi,20.25,-74.15,America/Havana,-05:00
UMC,PG,UMC,Umba,-7.0167,145.9667,Pacific/Port_Moresby,+10:00
UME,SE,UME,Umea,63.7919,20.2828,Europe/Stockholm,+01:00
UMI,PE,UMI,Quincemil,-13.2667,-70.6333,America/Lima,-05:00
UMM,US,UMM,Summit,63.3333,-149.1333,America/Anchorage,-09:00
UMR,AU,UMR,Woomera,-31.1667,136.8333,Australia/Adelaide,+09:30
UMS,RU,UMS,Ust-Maya,60.3561,134.4347,Asia/Yakutsk,+09:00
UMT,US,UMT,Umiat,69.3667,-152.1333,America/Anchorage,-09:00
UMU,BR,UMU,Umuarama,-23.7986,-53.3139,America/Araguaina,-03:00
UMY,UA,UMY,Sumy,50.9333,34.7833,Europe/Zaporozhye,+02:00
UMZ,US,UMZ,Mena Intermountain Muni,34.5453,-94.2025,America/Chicago,-06:00
UNA,BR,UNA,Ilha Comandatuba/Una,-15.3553,-38.9989,America/Araguaina,-03:00
UNC,CO,UNC,Unguia,8.0333,-77.0833,America/Bogota,-05:00
UND,AF,UND,Kunduz,36.6653,68.9106,Asia/Kabul,+04:30
UNE,LS,UNE,Qachas Nek,-30.1,28.7,Africa/Maseru,+02:00
UNG,PG,UNG,Kiunga,-6.125,141.2856,Pacific/Port_Moresby,+10:00
UNI,VC,UNI,Union Island,12.6167,-61.4333,America/St_Vincent,-04:00
UNK,US,UNK,Unalakleet,63.8883,-160.7989,America/Anchorage,-09:00
UNN,TH,UNN,Ranong,9.7775,98.5856,Asia/Bangkok,+07:00
UNR,MN,UNR,Underkhaan,47.3047,110.6089,Asia/Ulaanbaatar,+08:00
UNT,GB,UNT,Unst,60.75,-0.85,Europe/London,+00:00
UNU,US,UNU,Juneau. Wisconsin,43.4,-88.7,America/Chicago,-06:00
UOA,PF,UOA,Moruroa Atoll,-21.8097,-138.8122,Pacific/Tahiti,-10:00
UOL,ID,UOL,Buol,1.1047,121.4153,Asia/Makassar,+08:00
UOS,US,UOS,Sewanee,35.0667,-85.9167,America/Chicago,-06:00
UOX,US,UOX,University,34.3833,-89.5333,America/Chicago,-06:00
UPB,CU,HAV,Havana Playa Baracoa,23.0328,-82.5794,America/Havana,-05:00
UPG,ID,UPG,Ujung Pandang,-5.0617,119.5542,Asia/Makassar,+08:00
UPL,CR,UPL,Upala,10.7833,-85.0333,America/Costa_Rica,-06:00
UPN,MX,UPN,Uruapan,19.3967,-102.0392,America/Mexico_City,-06:00
UPP,US,UPP,Upolu Point,20.2667,-155.85,Pacific/Honolulu,-10:00
UPR,PG,UPR,Upiara,-8.5333,142.6333,Pacific/Port_Moresby,+10:00
UPV,GB,UPV,Upavon,51.3,-1.8167,Europe/London,+00:00
URA,KZ,URA,Uralsk,51.1511,51.5417,Asia/Qyzylorda,+05:00
URB,BR,URB,Urubupunga,-20.8,-51.5667,America/Araguaina,-03:00
URC,CN,URC,Urumqi,43.9072,87.4742,Asia/Shanghai,+08:00
URD,DE,URD,Burg Feuerstein,49.8,11.1333,Europe/Berlin,+01:00
URE,EE,URE,Kuressaare,58.23,22.5094,Europe/Tallinn,+02:00
URG,BR,URG,Uruguaiana,-29.7822,-57.0375,America/Araguaina,-03:00
URI,CO,URI,Uribe,3.2167,-74.4,America/Bogota,-05:00
URJ,RU,URJ,Uraj,60.1161,64.83,Asia/Yekaterinburg,+05:00
URM,VE,URM,Uriman,5.3417,-62.7583,America/Caracas,-04:00
URN,AF,URN,Urgoon,32.95,69.1833,Asia/Kabul,+04:30
URO,FR,URO,Rouen,49.3908,1.1839,Europe/Paris,+01:00
URR,CO,URR,Urrao,6.3333,-76.1833,America/Bogota,-05:00
URS,RU,URS,Kursk,51.7506,36.2956,Europe/Moscow,+03:00
URT,TH,URT,Surat Thani,9.1361,99.1392,Asia/Bangkok,+07:00
URU,PG,URU,Uroubi,-9.5,148.5667,Pacific/Port_Moresby,+10:00
URY,SA,URY,Gurayat,31.4119,37.2794,Asia/Riyadh,+03:00
URZ,AF,URZ,Uruzgan,32.9,66.6167,Asia/Kabul,+04:30
USA,US,USA,Concord Regional,35.3878,-80.7092,America/New_York,-05:00
USC,US,USC,Union County,34.7,-81.6167,America/New_York,-05:00
USH,AR,USH,Ushuaia,-54.8433,-68.2956,America/Argentina/Buenos_Aires,-03:00
USI,GY,USI,Mabaruma,8.2028,-59.8083,America/Guyana,-04:00
USJ,KZ,USJ,Usharal,46.1908,80.83,Asia/Almaty,+06:00
USK,RU,USK,Usinsk,66.0044,57.3672,Europe/Moscow,+03:00
USL,AU,USL,Useless Loop,-25.9667,113.1167,Australia/Perth,+08:00
USM,TH,USM,Koh Samui,9.5503,100.0625,Asia/Bangkok,+07:00
USN,KR,USN,Ulsan,35.5936,129.3517,Asia/Seoul,+09:00
USO,PG,USO,Usino,-5.5,145.4333,Pacific/Port_Moresby,+10:00
USQ,TR,USQ,Usak,38.6814,29.4717,Europe/Istanbul,+03:00
USR,RU,USR,Ust Nera,64.5494,143.1108,Asia/Vladivostok,+10:00
USS,CU,USS,Sancti Spiritus,21.9722,-79.4469,America/Havana,-05:00
UST,US,UST,St Augustine,29.9614,-81.3411,America/New_York,-05:00
USU,PH,USU,Busuanga,12.1214,120.1,Asia/Manila,+08:00
UTA,ZW,UTA,Mutare,-18.9667,32.45,Africa/Harare,+02:00
UTB,AU,UTB,Muttaburra,-22.75,144.5833,Australia/Brisbane,+10:00
UTC,NL,UTC,Utrecht,52.1283,5.2769,Europe/Amsterdam,+01:00
UTD,AU,UTD,Nutwood Downs,-15.8333,134.1667,Australia/Darwin,+09:30
UTG,LS,UTG,Quthing,-30.5,27.6,Africa/Maseru,+02:00
UTH,TH,UTH,Udon Thani,17.3864,102.7883,Asia/Bangkok,+07:00
UTI,FI,UTI,Kouvola,60.8964,26.9381,Europe/Helsinki,+02:00
UTK,MH,UTK,Utirik Island,11.2222,169.8508,Pacific/Majuro,+12:00
UTM,US,UTM,Tunica Municipal,34.6808,-90.3464,America/Chicago,-06:00
UTN,ZA,UTN,Upington,-28.3992,21.2603,Africa/Johannesburg,+02:00
UTO,US,UTO,Utopia Creek,65.9928,-153.7044,America/Anchorage,-09:00
UTP,TH,UTP,Utapao,12.6797,101.005,Asia/Bangkok,+07:00
UTS,RU,UTS,Ust-Tsilma,65.4333,52.2017,Europe/Moscow,+03:00
UTT,ZA,UTT,Mthatha,-31.5478,28.6742,Africa/Johannesburg,+02:00
UTU,PA,UTU,Ustupo,9.4167,-78.6,America/Panama,-05:00
UTW,ZA,UTW,Queenstown,-31.9167,26.8833,Africa/Johannesburg,+02:00
UUA,RU,UUA,Bugulma,54.6353,52.7992,Europe/Moscow,+03:00
UUD,RU,UUD,Ulan-Ude,51.8078,107.4378,Asia/Irkutsk,+08:00
UUK,US,UUK,Kuparuk,70.3308,-149.5981,America/Anchorage,-09:00
UUN,MN,UUN,Baruun-Urt,46.6603,113.2853,Asia/Ulaanbaatar,+08:00
UUS,RU,UUS,Yuzhno Sakhalinsk,46.8886,142.7175,Asia/Srednekolymsk,+11:00
UUU,PG,UUU,Manumu,-8.0833,147.55,Pacific/Port_Moresby,+10:00
UVA,US,UVA,Uvalde,29.2,-99.7333,America/Chicago,-06:00
UVE,NC,UVE,Ouvea,-20.6406,166.5728,Pacific/Noumea,+11:00
UVF,LC,SLU,Sainte Lucie,13.7333,-60.9525,America/St_Lucia,-04:00
UVL,EG,UVL,New Valley,25.4767,30.59,Africa/Cairo,+02:00
UVO,PG,UVO,Uvol,-6.0167,150.95,Pacific/Port_Moresby,+10:00
UWA,US,UWA,Ware,42.25,-72.2333,America/New_York,-05:00
UYL,SD,UYL,Nyala,12.0536,24.9561,Africa/Khartoum,+02:00
UYN,CN,UYN,Yulin,38.27,109.7306,Asia/Shanghai,+08:00
UYU,BO,UYU,Uyuni,-20.45,-66.8425,America/La_Paz,-04:00
UZC,RS,UZC,Uzice,43.9,19.7028,Europe/Belgrade,+01:00
UZM,CA,UZM,Hope Bay,68.1639,-106.6142,America/Whitehorse,-07:00
UZR,KZ,UZR,Urdzhar,47.0897,81.6592,Asia/Almaty,+06:00
UZU,AR,UZU,Curuzu Cuatia,-29.7833,-58.0167,America/Argentina/Buenos_Aires,-03:00
VAA,FI,VAA,Vaasa,63.0506,21.7622,Europe/Helsinki,+02:00
VAB,CO,VAB,Yavarate,1.1167,-70.75,America/Bogota,-05:00
VAC,DE,VAC,Varrelbusch,52.9167,8.05,Europe/Berlin,+01:00
VAD,US,VLD,Valdosta - Moody,30.9689,-83.1956,America/New_York,-05:00
VAF,FR,VAF,Valence-Chabeuil,44.9156,4.9686,Europe/Paris,+01:00
VAG,BR,VAG,Varginha,-21.59,-45.4739,America/Araguaina,-03:00
VAH,BO,VAH,Vallegrande,-18.4833,-64.1,America/La_Paz,-04:00
VAI,PG,VAI,Vanimo,-2.6925,141.3025,Pacific/Port_Moresby,+10:00
VAK,US,VAK,Chevak,61.54,-165.6019,America/Anchorage,-09:00
VAL,BR,VAL,Valenca,-13.3667,-39.0667,America/Araguaina,-03:00
VAM,MV,VAM,Maamigili Island,3.4708,72.8367,Indian/Maldives,+05:00
VAN,TR,VAN,Van,38.4683,43.3322,Europe/Istanbul,+03:00
VAO,SB,VAO,Suavanao Airstrip,-7.5853,158.7308,Pacific/Guadalcanal,+11:00
VAP,CL,VAP,Rodelillo,-33.05,-71.4167,America/Santiago,-04:00
VAR,BG,VAR,Varna,43.2319,27.825,Europe/Sofia,+02:00
VAS,TR,VAS,Sivas,39.8139,36.9036,Europe/Istanbul,+03:00
VAT,MG,VAT,Vatomandry,-19.3833,48.95,Indian/Antananarivo,+03:00
VAU,FJ,VAU,Vatukoula,-17.5,177.8417,Pacific/Fiji,+12:00
VAV,TO,VAV,VavaU,-18.5856,-173.9639,Pacific/Tongatapu,+13:00
VAW,NO,VAW,Vardoe,70.3553,31.045,Europe/Oslo,+01:00
VBA,MM,VBA,Ann,19.77,94.0261,Asia/Yangon,+06:30
VBC,MM,MDL,Mandalay Chan Mya Thazi,21.9403,96.0894,Asia/Yangon,+06:30
VBG,US,LPC,Lompoc Vandenberg Afb,34.7167,-120.55,America/Los_Angeles,-08:00
VBP,MM,VBP,Bokpyin,11.1492,98.7361,Asia/Yangon,+06:30
VBS,IT,VRN,Verona Brescia,45.4289,10.3306,Europe/Rome,+01:00
VBV,FJ,VBV,Vanuabalavu,-17.2281,-178.9511,Pacific/Fiji,+12:00
VBY,SE,VBY,Visby,57.6628,18.3461,Europe/Stockholm,+01:00
VCA,VN,VCA,Cantho,10.0514,105.7633,Asia/Ho_Chi_Minh,+07:00
VCD,AU,VCD,Victoria River,-16.4036,131.0025,Australia/Darwin,+09:30
VCE,IT,VCE,Venise,45.5053,12.3519,Europe/Rome,+01:00
VCF,AR,VCF,Valcheta,-40.7,-66.15,America/Argentina/Buenos_Aires,-03:00
VCH,UY,VCH,Vichadero,-31.7583,-54.6139,America/Montevideo,-03:00
VCL,VN,VCL,Tamky Chulai,15.4075,108.7072,Asia/Ho_Chi_Minh,+07:00
VCP,BR,SAO,Sao Paulo Viracopos,-23.0081,-47.1347,America/Sao_Paulo,-03:00
VCR,VE,VCR,Carora,10.1833,-70.0833,America/Caracas,-04:00
VCS,VN,VCS,Con Dao Coong Airport,8.7322,106.6325,Asia/Ho_Chi_Minh,+07:00
VCT,US,VCT,Victoria-Regional,28.8525,-96.9186,America/Chicago,-06:00
VCV,US,VCV,Victorville,34.5906,-117.3783,America/Los_Angeles,-08:00
VDA,IL,ETH,Ovda,29.9403,34.9358,Asia/Jerusalem,+02:00
VDB,NO,VDB,Fagernes,61.0156,9.2881,Europe/Oslo,+01:00
VDC,BR,VDC,Vitoria Da Conquista Glauber Rocha,-14.9072,-40.9164,America/Araguaina,-03:00
VDE,ES,VDE,Valverde,27.8147,-17.8869,Atlantic/Canary,+00:00
VDH,VN,VDH,Dong Hoi,17.5153,106.5908,Asia/Ho_Chi_Minh,+07:00
VDI,US,VDI,Vidalia,32.2167,-82.4,America/New_York,-05:00
VDM,AR,VDM,Viedma,-40.8703,-62.9967,America/Argentina/Buenos_Aires,-03:00
VDO,VN,VDO,Quang Ninh Van Don International,21.1139,107.4197,Asia/Ho_Chi_Minh,+07:00
VDP,VE,VDP,Valle De Pascua,9.2167,-66.0167,America/Caracas,-04:00
VDR,AR,VDR,Villa Dolores,-31.95,-65.15,America/Argentina/Buenos_Aires,-03:00
VDS,NO,VDS,Vadso,70.0644,29.8375,Europe/Oslo,+01:00
VDY,IN,VDY,Vidyanagar Jindal,15.1747,76.6347,Asia/Kolkata,+05:30
VDZ,US,VDZ,Valdez,61.1339,-146.2483,America/Anchorage,-09:00
VEE,US,VEE,Venetie,67.0064,-146.3783,America/Anchorage,-09:00
VEG,GY,VEG,Maikwak,5.55,-59.2833,America/Guyana,-04:00
VEL,US,VEL,Vernal,40.4433,-109.5108,America/Denver,-07:00
VER,MX,VER,Veracruz,19.1458,-96.1872,America/Mexico_City,-06:00
VEV,SB,VEV,Barakoma,-7.9167,156.7,Pacific/Guadalcanal,+11:00
VEX,US,VEX,Tioga,48.3833,-102.9,America/Chicago,-06:00
VEY,IS,VEY,Vestmannaeyjar,63.425,-20.2792,Atlantic/Reykjavik,+00:00
VFA,ZW,VFA,Victoria Falles,-18.0958,25.8389,Africa/Harare,+02:00
VGA,IN,VGA,Vijayawada,16.5306,80.7969,Asia/Kolkata,+05:30
VGD,RU,VGD,Vologda,59.2819,39.945,Europe/Moscow,+03:00
VGO,ES,VGO,vigo,42.2317,-8.6267,Europe/Madrid,+01:00
VGS,AR,VGS,General Villegas,-35.0333,-63.0167,America/Argentina/Buenos_Aires,-03:00
VGT,US,LAS,Las Vegas - North Air Terminal,36.2092,-115.1956,America/Los_Angeles,-08:00
VGZ,CO,VGZ,Mocoa,0.9822,-76.6042,America/Bogota,-05:00
VHC,AO,VHC,Saurimo,-9.6892,20.4317,Africa/Luanda,+01:00
VHM,SE,VHM,Vilhelmina,64.5792,16.8336,Europe/Stockholm,+01:00
VHN,US,VHN,Van Horn,31.06,-104.785,America/Chicago,-06:00
VHV,RU,VHV,Verkhnevilyuysk,63.4589,120.2686,Asia/Yakutsk,+09:00
VHY,FR,VHY,Vichy,46.1717,3.4042,Europe/Paris,+01:00
VHZ,PF,VHZ,Vahitahi,-18.7797,-138.8533,Pacific/Tahiti,-10:00
VIA,BR,VIA,Videira Angelo Ponzoni,-27.0083,-51.1361,America/Araguaina,-03:00
VIB,MX,VIB,Villa Constitucion,25.0583,-111.7,America/Mazatlan,-07:00
VIC,IT,VIC,Vicenza,45.5717,11.5269,Europe/Rome,+01:00
VIE,AT,VIE,Vienne,48.1103,16.5781,Europe/Vienna,+01:00
VIG,VE,VIG,El Vigia,8.6242,-71.6728,America/Caracas,-04:00
VIH,US,VIH,Vichy - Rolla National,38.1306,-91.7694,America/Chicago,-06:00
VII,VN,VII,Vinh City,18.7375,105.6708,Asia/Ho_Chi_Minh,+07:00
VIJ,VG,VIJ,Virgin Gorda,18.4461,-64.4281,America/Tortola,-04:00
VIL,MA,VIL,Dakhla,23.7183,-15.9319,Africa/Casablanca,+01:00
VIN,UA,VIN,Vinnica,49.245,28.6103,Europe/Zaporozhye,+02:00
VIQ,TL,VIQ,Viqueque,-8.8833,126.3667,Asia/Dili,+09:00
VIR,ZA,DUR,Durban - Virginia,-29.7711,31.0583,Africa/Johannesburg,+02:00
VIS,US,VIS,Visalia,36.3211,-119.3958,America/Los_Angeles,-08:00
VIT,ES,VIT,Vitoria,42.8828,-2.7244,Europe/Madrid,+01:00
VIU,SB,VIU,Viru,-8.5,157.6833,Pacific/Guadalcanal,+11:00
VIV,PG,VIV,Vivigani,-9.3,150.3167,Pacific/Port_Moresby,+10:00
VIX,BR,VIX,Eurico-de-Aguiar-Salles,-20.2581,-40.2864,America/Araguaina,-03:00
VIY,FR,PAR,Paris Villacoublay-Velizy Villacoublay-,48.7742,2.1917,Europe/Paris,+01:00
VJB,MZ,VJB,Xai Xai,-25.0333,33.6167,Africa/Maputo,+02:00
VJI,US,VJI,Virginia-Highlands,36.6861,-82.0353,America/New_York,-05:00
VJQ,MZ,VJQ,Gurue,-15.5,37.0167,Africa/Maputo,+02:00
VKG,VN,VKG,Rachgia,9.9583,105.1333,Asia/Ho_Chi_Minh,+07:00
VKO,RU,MOW,Moscow/Vnukovo,55.5917,37.2614,Europe/Moscow,+03:00
VKS,US,VKS,Vicksburg,32.2333,-90.9333,America/Chicago,-06:00
VKT,RU,VKT,Vorkuta,67.4892,63.9956,Europe/Moscow,+03:00
VLA,US,VLA,Vandalia,38.95,-89.0833,America/Chicago,-06:00
VLC,ES,VLC,Valencia,39.4894,-0.4817,Europe/Madrid,+01:00
VLD,US,VLD,Valdosta Regional,30.7825,-83.2767,America/New_York,-05:00
VLE,US,VLE,Valle,35.65,-112.2,America/Phoenix,-07:00
VLG,AR,VLG,Villa Gesell,-37.2353,-57.0297,America/Argentina/Buenos_Aires,-03:00
VLI,VU,VLI,Port Vila,-17.6994,168.3197,Pacific/Efate,+11:00
VLK,RU,VLK,Volgodonsk,47.6833,42.0833,Europe/Moscow,+03:00
VLL,ES,VLL,Valladolid,41.7061,-4.8519,Europe/Madrid,+01:00
VLM,BO,VLM,Villamontes,-21.25,-63.5,America/La_Paz,-04:00
VLN,VE,VLN,Arturo-Airfield,10.1497,-67.9283,America/Caracas,-04:00
VLP,BR,VLP,Vila Rica,-9.9808,-51.1403,America/Porto_Velho,-04:00
VLR,CL,VLR,Vallenar,-28.6,-70.7667,America/Santiago,-04:00
VLS,VU,VLS,Valesdir,-16.7958,168.1769,Pacific/Efate,+11:00
VLU,RU,VLU,Velikiye Luki,56.3833,30.6167,Europe/Moscow,+03:00
VLV,VE,VLV,Valera,9.3408,-70.5842,America/Caracas,-04:00
VLY,GB,VLY,Anglesey Valley,53.2483,-4.5353,Europe/London,+00:00
VME,AR,VME,Villa Mercedes,-33.7253,-65.3781,America/Argentina/Buenos_Aires,-03:00
VMI,PY,VMI,Puerto Valle Mi Dr. Juan Plate,-22.25,-58.0,America/Asuncion,-04:00
VMU,PG,VMU,Baimuru,-7.5,144.8,Pacific/Port_Moresby,+10:00
VNA,LA,VNA,Saravane,15.7,106.4333,Asia/Vientiane,+07:00
VNC,US,VNC,Venice,27.0667,-82.4333,America/New_York,-05:00
VND,MG,VND,Vangaindrano,-23.35,47.5667,Indian/Antananarivo,+03:00
VNE,FR,VNE,Vannes,47.7192,-2.7233,Europe/Paris,+01:00
VNO,LT,VNO,Vilnius,54.6342,25.2858,Europe/Vilnius,+02:00
VNR,AU,VNR,Vanrook,-16.8667,141.9167,Australia/Brisbane,+10:00
VNS,IN,VNS,Varanasi,25.4522,82.8594,Asia/Kolkata,+05:30
VNT,LV,VNT,Ventspils,57.3578,21.5442,Europe/Riga,+02:00
VNX,MZ,VNX,Vilanculos,-22.0183,35.3133,Africa/Maputo,+02:00
VNY,US,LAX,Los Angeles - Van Nuys,34.2061,-118.4903,America/Los_Angeles,-08:00
VOD,CZ,PRG,Prague Vodochody,50.2167,14.3956,Europe/Prague,+01:00
VOG,RU,VOG,Volgograd,48.7825,44.3456,Europe/Moscow,+03:00
VOH,MG,VOH,Vohemar,-13.3667,50.0,Indian/Antananarivo,+03:00
VOI,LR,VOI,Voinjama,8.4167,-9.75,Africa/Monrovia,+00:00
VOK,US,VOK,Camp Douglas,43.9392,-90.2625,America/Chicago,-06:00
VOL,GR,VOL,Volos,39.2197,22.7944,Europe/Athens,+02:00
VOT,BR,VOT,Votuporanga,-20.4,-49.9833,America/Araguaina,-03:00
VOZ,RU,VOZ,Voronej,51.8142,39.2297,Europe/Moscow,+03:00
VPE,AO,VPE,Ongiva,-17.0439,15.6847,Africa/Luanda,+01:00
VPG,KE,VPG,Vipingo,-3.8428,39.805,Africa/Nairobi,+03:00
VPN,IS,VPN,Vopnafjordur,65.7206,-14.8506,Atlantic/Reykjavik,+00:00
VPS,US,VPS,Destin-Fort-Walton-Beach,30.4867,-86.52,America/Chicago,-06:00
VPY,MZ,VPY,Chimoio,-19.1514,33.4289,Africa/Maputo,+02:00
VPZ,US,VPZ,Porter,41.45,-86.9833,America/Chicago,-06:00
VQQ,US,JAX,Jacksonville Cecil Apt,30.5,-81.6833,America/New_York,-05:00
VQS,PR,VQS,Vieques,18.1347,-65.4936,America/Puerto_Rico,-04:00
VRA,CU,VRA,Varadero,23.0344,-81.4353,America/Havana,-05:00
VRB,US,VRB,Vero Beach,27.6556,-80.4181,America/New_York,-05:00
VRC,PH,VRC,Virac,13.5772,124.2056,Asia/Manila,+08:00
VRE,ZA,VRE,Vredendal,-31.6833,18.5833,Africa/Johannesburg,+02:00
VRI,RU,VRI,Varandey,68.8481,58.2003,Europe/Moscow,+03:00
VRK,FI,VRK,Varkaus,62.1711,27.8686,Europe/Helsinki,+02:00
VRL,PT,VRL,Vila Real,41.2761,-7.7206,Europe/Lisbon,+00:00
VRN,IT,VRN,Verone,45.3964,10.8881,Europe/Rome,+01:00
VRO,CU,VRA,Varadero Kawama Apt,23.1333,-81.3,America/Havana,-05:00
VRS,US,VRS,Versailles,38.4347,-92.8167,America/Chicago,-06:00
VRU,ZA,VRU,Vryburg,-26.9833,24.7333,Africa/Johannesburg,+02:00
VSA,MX,VSA,Villahermosa,17.9969,-92.8175,America/Mexico_City,-06:00
VSE,PT,VSE,Viseu,40.7333,-7.8836,Europe/Lisbon,+00:00
VSF,US,VSF,Springfield,43.3411,-72.5194,America/New_York,-05:00
VSG,UA,VSG,Lugansk,48.4181,39.3792,Europe/Zaporozhye,+02:00
VSO,VN,VSO,Phuoc Long,9.4333,105.4667,Asia/Ho_Chi_Minh,+07:00
